"labels_column","values_column"
"posterior_median",0.108249329824731
"bayes_factor",1.44028800689573e+28
"cred_interval_99_min",0.0987813820086194
"cred_interval_99_max",0.118072922121856
"cred_interval_95_min",0.100622967827726
"cred_interval_95_max",0.115826343403024
