"labels_column","values_column"
"posterior_median",0.350103455145654
"bayes_factor",8.5900203930324e+54
"cred_interval_99_min",0.332656081871235
"cred_interval_99_max",0.367537221606152
"cred_interval_95_min",0.337737779064187
"cred_interval_95_max",0.363900316268167
