"labels_column","values_column"
"posterior_median",0.317070689770363
"bayes_factor",1.16079725466227e+48
"cred_interval_99_min",0.300336505580274
"cred_interval_99_max",0.33413257143993
"cred_interval_95_min",0.304573086991281
"cred_interval_95_max",0.329662548558042
