id,SAMPLE_1
,50.5512771606445
,10796.6220703125
,11334.9853515625
,6375.32861328125
,3151.72998046875
,27808.509765625
,1529.58679199219
,23260.373046875
,59957.54296875
,4769.333984375
,5262.46875
,13820.5703125
,247442.5
,112265.0703125
,5867.20849609375
,164005.703125
,615815.8125
,10148.7763671875
,4619.71044921875
,6991.08251953125
,30795.28515625
,1157.65454101562
