id,SAMPLE_1
,413.042144775391
,16.0111331939697
,6692.5859375
,39.8448104858398
,15609.69140625
,206.153732299805
,7706.3759765625
,56242.15625
,2682.158203125
,549.353637695312
,935.802917480469
,1469.85546875
,44998.3671875
,72906.375
,146256.078125
,167848.59375
,185214.359375
,24620.205078125
,5940.9912109375
,343506.875
,4516.3115234375
,66.3343734741211
,56086.65234375
,2970.5283203125
,16401.611328125
,45468.45703125
,9687.013671875
,8104.44775390625
,832.893127441406
,106662.328125
,50495.2734375
,127456.53125
,1478.19067382812
,269.139587402344
,20455.755859375
,148.994155883789
,182.316253662109
,21577.908203125
